iter	Logloss
0	0.6085069666
1	0.5175283901
2	0.4417011306
3	0.3781000668
4	0.3239319858
5	0.279569095
6	0.2499591384
7	0.2150995366
8	0.1875837373
9	0.1632538746
10	0.1447193422
11	0.1279202579
12	0.1152997678
13	0.1041374373
14	0.09276894331
15	0.08437459819
16	0.07647781401
17	0.07329398051
18	0.06604346508
19	0.06345871972
20	0.05881132324
21	0.05665731824
22	0.05264995793
23	0.04909060116
24	0.04610774363
25	0.04447086049
26	0.04343478904
27	0.0415791543
28	0.04050718674
29	0.03964768628
30	0.03731295172
31	0.03575763473
32	0.0347928673
33	0.03372745362
34	0.03213776701
35	0.03112577259
36	0.02970094944
37	0.02929394625
38	0.02895163743
39	0.0286584814
40	0.0278556193
41	0.02751486834
42	0.02690971764
43	0.02623198454
44	0.02593876745
45	0.02566667522
46	0.02544071776
47	0.02470390292
48	0.02427845707
49	0.02294489741
50	0.02176456957
51	0.0216150215
52	0.02100124349
53	0.02041300035
54	0.02021701341
55	0.01966890738
56	0.0194741921
57	0.0192331366
58	0.01886804048
59	0.01865257478
60	0.0185742473
61	0.01789285364
62	0.01763670662
63	0.01751872629
64	0.01736235847
65	0.01733215644
66	0.01730428152
67	0.01724453147
68	0.01702216589
69	0.0168383119
70	0.01669168492
71	0.01652860922
72	0.01645564508
73	0.01599166719
74	0.01579050185
75	0.01548157736
76	0.0153200429
77	0.01502215183
78	0.01479998742
79	0.01456626634
80	0.01438384801
81	0.01432011098
82	0.01427443728
83	0.01422477643
84	0.013924114
85	0.01384714567
86	0.01381114405
87	0.01340100092
88	0.01321716198
89	0.01276005267
90	0.01265678995
91	0.01255000683
92	0.0124463913
93	0.01239450136
94	0.01229883636
95	0.01217981639
96	0.01209626465
97	0.01195705742
98	0.01181547037
99	0.01169313092
100	0.0116233004
101	0.01159694971
102	0.01147369059
103	0.01136507499
104	0.01129141687
105	0.01117992659
106	0.01092376316
107	0.01088096719
108	0.01073386176
109	0.01068765436
110	0.01065007382
111	0.010545758
112	0.01051115078
113	0.01028397842
114	0.01017900965
115	0.009940113466
116	0.00978502025
117	0.009772005763
118	0.009654002375
119	0.009370034102
120	0.009325870772
121	0.009196812049
122	0.009115155144
123	0.009080592226
124	0.008982809506
125	0.008909040156
126	0.008869947498
127	0.008811515137
128	0.008633449738
129	0.008448744223
130	0.008389249369
131	0.008301174864
132	0.008272929825
133	0.008047603568
134	0.008013157001
135	0.007861035396
136	0.007642723683
137	0.007566832854
138	0.007482862771
139	0.007433594743
140	0.007391705974
141	0.00729760917
142	0.007258673404
143	0.007196698496
144	0.007176572877
145	0.007138518723
146	0.007011009081
147	0.006992624898
148	0.006964634025
149	0.006943431231
150	0.006868932271
151	0.00671243911
152	0.006697275238
153	0.006612798524
154	0.006577075969
155	0.006523063613
156	0.006495215741
157	0.006481838926
158	0.006402158454
159	0.006365106749
160	0.00633986766
161	0.006284354308
162	0.006263419706
163	0.006216012409
164	0.006051090727
165	0.006022574028
166	0.006010252566
167	0.005927431323
168	0.005910101614
169	0.005901254293
170	0.005872952393
171	0.005861392841
172	0.00572486103
173	0.005708496524
174	0.005692521367
175	0.005550788607
176	0.005538471464
177	0.005473379929
178	0.005464487632
179	0.005402628003
180	0.005385002522
181	0.005339918242
182	0.005320632517
183	0.005289720313
184	0.005256153669
185	0.005110779857
186	0.004995764923
187	0.004956389764
188	0.004948846001
189	0.004938678508
190	0.004923309538
191	0.004913644722
192	0.00489245645
193	0.004769029284
194	0.004755218085
195	0.004747070249
196	0.004728106397
197	0.004718425979
198	0.004701816946
199	0.00458911432
200	0.0044998387
201	0.004472404791
202	0.004463302593
203	0.004355889113
204	0.004335373991
205	0.004329597464
206	0.004318289985
207	0.004293754848
208	0.004203089703
209	0.004203064143
210	0.004194899249
211	0.004178528843
212	0.004157734397
213	0.004084995224
214	0.004077970578
215	0.00407160255
216	0.004058898305
217	0.003980022542
218	0.003980017778
219	0.003959732574
220	0.003942671988
221	0.003903945147
222	0.003851143473
223	0.003836967319
224	0.003833069753
225	0.003773118783
226	0.00377309306
227	0.003761534692
228	0.003757487659
229	0.003748453176
230	0.003701142971
231	0.003687021921
232	0.003662730639
233	0.003656138677
234	0.003609519872
235	0.003598807266
236	0.00359882301
237	0.003576043266
238	0.003560108294
239	0.003541119863
240	0.003541107186
241	0.003500058667
242	0.003487306935
243	0.003479017186
244	0.00347902191
245	0.003475617521
246	0.003421618971
247	0.003421609975
248	0.003421619421
249	0.003421582268
250	0.003418569061
251	0.003418572394
252	0.003418560392
253	0.003418520476
254	0.003418497268
255	0.003418496409
256	0.003418494835
257	0.003418494835
258	0.003418488353
259	0.003418467026
260	0.003418467026
261	0.003418444084
262	0.003418433619
263	0.003418430245
264	0.003418424622
265	0.003418411944
266	0.003418416974
267	0.003418356164
268	0.003418383236
269	0.003418355121
270	0.00341835463
271	0.003418351072
272	0.003418351072
273	0.003418333569
